"age","job","marital","education","default","balance","housing","loan","poutcome","y"
"30s","technician","married","secondary","no","Low","no","yes","unknown","no"
"30s","technician","married","tertiary","no","Low","no","no","unknown","no"
"40s","self-employed","married","primary","no","Medium","no","no","unknown","no"
"50s","blue-collar","married","secondary","no","Low","no","no","unknown","no"
"40s","technician","married","tertiary","no","Low","no","no","unknown","no"
"30s","technician","single","secondary","no","Negative","no","yes","unknown","no"
"30s","housemaid","married","secondary","no","Medium","no","no","unknown","no"
"30s","management","single","tertiary","no","Low","no","no","unknown","no"
"30s","technician","married","secondary","no","Low","no","no","unknown","no"
"50s","technician","married","secondary","no","Medium","no","no","unknown","no"
"50s","management","married","tertiary","no","Extra","no","no","unknown","no"
"40s","blue-collar","married","secondary","no","Medium","yes","no","unknown","no"
"30s","entrepreneur","married","tertiary","no","Low","no","no","unknown","no"
"30s","management","divorced","tertiary","no","Low","yes","no","unknown","no"
"30s","management","married","tertiary","no","Low","no","no","unknown","no"
"40s","housemaid","married","primary","no","Low","no","no","unknown","no"
"50s","blue-collar","married","primary","no","Medium","no","no","unknown","no"
"40s","blue-collar","married","secondary","no","High","no","no","unknown","no"
"20s","management","married","tertiary","no","Medium","no","no","unknown","no"
"50s","blue-collar","married","primary","no","Negative","no","no","unknown","no"
"40s","admin.","married","secondary","no","Medium","no","no","unknown","no"
"30s","management","married","tertiary","no","Medium","no","no","unknown","no"
"40s","entrepreneur","married","tertiary","no","Low","no","no","unknown","no"
"30s","management","single","tertiary","no","Medium","no","no","unknown","yes"
"50s","technician","married","tertiary","no","High","no","no","unknown","yes"
"40s","blue-collar","married","secondary","no","Medium","no","no","unknown","no"
"20s","technician","single","secondary","yes","Low","no","no","unknown","no"
"30s","technician","married","secondary","no","Negative","no","no","unknown","no"
"40s","blue-collar","married","primary","no","Negative","yes","no","unknown","no"
"40s","blue-collar","married","unknown","no","Low","yes","no","unknown","no"
"50s","self-employed","married","secondary","no","Low","no","no","unknown","no"
"50s","retired","married","primary","no","Low","no","no","unknown","no"
"30s","management","married","tertiary","no","Low","yes","no","unknown","no"
"30s","management","single","tertiary","no","Low","no","no","unknown","no"
"50s","blue-collar","married","primary","no","Medium","no","no","unknown","no"
"30s","management","married","tertiary","no","Medium","no","no","unknown","no"
"40s","technician","single","secondary","no","Low","no","no","unknown","no"
"40s","blue-collar","married","secondary","no","Medium","no","no","unknown","no"
"50s","self-employed","married","tertiary","no","Low","yes","no","unknown","no"
"40s","entrepreneur","married","tertiary","no","Low","no","no","unknown","no"
"50s","management","married","tertiary","no","Low","no","no","unknown","no"
"50s","services","married","tertiary","no","High","no","no","unknown","no"
"50s","services","married","secondary","no","Medium","yes","yes","unknown","no"
"30s","management","married","tertiary","no","Medium","no","no","unknown","no"
"30s","management","single","tertiary","no","Medium","no","no","unknown","no"
"30s","technician","married","tertiary","no","High","no","no","unknown","no"
"30s","technician","divorced","secondary","no","High","yes","no","unknown","no"
"50s","blue-collar","married","primary","no","Medium","no","no","unknown","no"
"30s","technician","married","secondary","no","Low","no","no","unknown","no"
"30s","blue-collar","married","tertiary","no","Low","no","yes","unknown","no"
"30s","technician","single","secondary","no","Low","no","no","unknown","no"
"50s","admin.","married","tertiary","no","Low","no","no","unknown","no"
"40s","management","divorced","tertiary","no","Low","yes","no","unknown","no"
"40s","technician","married","secondary","no","Medium","no","no","unknown","no"
"30s","management","married","tertiary","no","Low","no","no","unknown","no"
"50s","admin.","married","secondary","no","Medium","yes","no","unknown","no"
"50s","management","married","tertiary","no","Medium","no","yes","unknown","no"
"40s","services","married","primary","no","Low","no","no","unknown","no"
"50s","management","married","tertiary","no","Low","no","no","unknown","no"
"30s","technician","single","secondary","no","Low","no","no","unknown","no"
"50s","management","married","tertiary","no","Medium","no","no","unknown","no"
"40s","self-employed","married","tertiary","no","Low","no","no","unknown","yes"
"40s","admin.","married","secondary","no","Low","yes","no","unknown","no"
"50s","retired","married","secondary","no","Low","no","no","unknown","no"
"30s","management","married","tertiary","no","Low","no","no","unknown","no"
"60s","housemaid","married","tertiary","no","Low","no","no","unknown","no"
"30s","technician","single","secondary","no","Medium","no","no","unknown","no"
"50s","retired","married","secondary","no","Medium","no","no","unknown","no"
"50s","retired","married","secondary","no","Negative","no","no","unknown","no"
"40s","technician","married","secondary","no","Medium","no","no","unknown","no"
"30s","technician","single","tertiary","no","Low","no","no","unknown","no"
"20s","management","married","tertiary","no","Negative","no","no","unknown","no"
"30s","management","single","tertiary","no","Low","yes","no","unknown","no"
"30s","technician","single","tertiary","no","Low","no","yes","unknown","no"
"50s","management","divorced","tertiary","no","Medium","no","no","unknown","no"
"40s","management","single","tertiary","no","Low","no","yes","unknown","no"
"40s","technician","married","secondary","no","Medium","no","no","unknown","yes"
"50s","retired","married","secondary","no","Low","no","no","unknown","no"
"50s","blue-collar","married","primary","no","High","yes","no","unknown","no"
"40s","technician","divorced","secondary","no","Negative","yes","no","unknown","yes"
"30s","management","married","tertiary","no","Low","yes","no","unknown","no"
"50s","blue-collar","married","primary","no","Medium","no","yes","unknown","no"
"30s","management","married","tertiary","no","Low","no","no","unknown","yes"
"40s","self-employed","single","tertiary","no","Negative","no","no","unknown","no"
"50s","retired","married","secondary","no","Low","no","no","unknown","no"
"50s","services","married","secondary","no","Low","no","no","unknown","no"
"40s","housemaid","married","primary","no","Low","no","yes","unknown","no"
"40s","management","married","tertiary","no","Negative","yes","no","unknown","no"
"50s","management","divorced","tertiary","no","Negative","yes","no","unknown","no"
"40s","management","married","secondary","no","Low","yes","yes","unknown","no"
"30s","management","divorced","tertiary","no","Medium","no","no","unknown","no"
"30s","management","married","tertiary","no","Medium","no","no","unknown","no"
"40s","technician","divorced","secondary","no","Low","yes","no","unknown","no"
"30s","technician","single","secondary","no","Low","no","no","unknown","yes"
"30s","management","single","tertiary","no","Negative","yes","yes","unknown","no"
"30s","technician","single","secondary","no","Negative","no","no","unknown","no"
"30s","blue-collar","married","primary","no","Low","no","no","unknown","no"
"30s","management","married","tertiary","no","Low","yes","no","unknown","no"
"30s","management","married","tertiary","no","Extra","no","no","unknown","no"
"40s","management","married","tertiary","no","Extra","yes","no","unknown","no"
"40s","technician","divorced","secondary","no","Medium","no","no","unknown","yes"
"50s","retired","married","secondary","no","Medium","no","no","unknown","no"
"30s","technician","single","secondary","no","Low","no","no","unknown","no"
"30s","technician","single","secondary","no","Negative","no","no","unknown","no"
"50s","services","married","primary","no","Low","no","no","unknown","no"
"30s","management","married","tertiary","no","Medium","yes","no","unknown","no"
"40s","blue-collar","married","secondary","no","Low","yes","no","unknown","no"
"30s","management","single","tertiary","no","Low","no","no","unknown","no"
"40s","technician","married","secondary","no","Low","no","yes","unknown","no"
"40s","technician","married","secondary","no","Low","no","no","unknown","no"
"30s","management","married","secondary","no","Low","no","no","unknown","no"
"40s","services","married","secondary","no","Medium","yes","no","unknown","no"
"40s","technician","married","tertiary","no","High","no","no","unknown","no"
"30s","services","married","secondary","no","Medium","yes","yes","unknown","no"
